game_id,move_index,player,source,move,winner,board_before
1779271136,5,O,computer,110,X,....................................................................X.............X.............X..............O.O...............................................................................................................
1779271136,6,X,human,67,X,....................................................................X.............X.............X.............OO.O...............................................................................................................
1779271136,7,O,computer,95,X,...................................................................XX.............X.............X.............OO.O...............................................................................................................
1779271136,8,X,human,97,X,...................................................................XX.............X............OX.............OO.O...............................................................................................................
1779271136,9,O,computer,127,X,...................................................................XX.............X............OXX............OO.O...............................................................................................................
1779271136,10,X,human,79,X,...................................................................XX.............X............OXX............OO.O.............O.................................................................................................
1779271136,11,O,computer,125,X,...................................................................XX..........X..X............OXX............OO.O.............O.................................................................................................
1779271136,12,X,human,80,X,...................................................................XX..........X..X............OXX............OO.O...........O.O.................................................................................................
1779271136,13,O,computer,83,X,...................................................................XX..........XX.X............OXX............OO.O...........O.O.................................................................................................
1779271136,14,X,human,81,X,...................................................................XX..........XX.XO...........OXX............OO.O...........O.O.................................................................................................
1779271136,15,O,computer,3,X,...................................................................XX..........XXXXO...........OXX............OO.O...........O.O.................................................................................................
1779271136,16,X,human,78,X,...O...............................................................XX..........XXXXO...........OXX............OO.O...........O.O.................................................................................................
1779271185,0,X,human,112,X,.................................................................................................................................................................................................................................
1779271185,1,O,computer,113,X,................................................................................................................X................................................................................................................
1779271185,2,X,human,127,X,................................................................................................................XO...............................................................................................................
1779271185,3,O,computer,97,X,................................................................................................................XO.............X.................................................................................................
1779271185,4,X,human,11,X,.................................................................................................O..............XO.............X.................................................................................................
1779271185,5,O,computer,82,X,...........X.....................................................................................O..............XO.............X.................................................................................................
1779271185,6,X,human,96,X,...........X......................................................................O..............O..............XO.............X.................................................................................................
1779271185,7,O,computer,111,X,...........X......................................................................O.............XO..............XO.............X.................................................................................................
1779271185,8,X,human,128,X,...........X......................................................................O.............XO.............OXO.............X.................................................................................................
1779271185,9,O,computer,110,X,...........X......................................................................O.............XO.............OXO.............XX................................................................................................
1779271185,10,X,human,144,X,...........X......................................................................O.............XO............OOXO.............XX................................................................................................
1779271185,11,O,computer,67,X,...........X......................................................................O.............XO............OOXO.............XX...............X................................................................................
1779271185,12,X,human,160,X,...........X.......................................................O..............O.............XO............OOXO.............XX...............X................................................................................
1779271224,0,X,human,108,X,.................................................................................................................................................................................................................................
1779271224,1,O,computer,111,X,............................................................................................................X....................................................................................................................
1779271224,2,X,human,94,X,............................................................................................................X..O.................................................................................................................
1779271224,3,O,computer,110,X,..............................................................................................X.............X..O.................................................................................................................
1779271224,4,X,human,80,X,..............................................................................................X.............X.OO.................................................................................................................
1779271224,5,O,computer,95,X,................................................................................X.............X.............X.OO.................................................................................................................
1779271224,6,X,human,79,X,................................................................................X.............XO............X.OO.................................................................................................................
1779271224,7,O,computer,78,X,...............................................................................XX.............XO............X.OO.................................................................................................................
1779271224,8,X,human,93,X,..............................................................................OXX.............XO............X.OO.................................................................................................................
1779271224,9,O,computer,109,X,..............................................................................OXX............XXO............X.OO.................................................................................................................
1779271224,10,X,human,65,X,..............................................................................OXX............XXO............XOOO.................................................................................................................
1779271224,11,O,computer,107,X,.................................................................X............OXX............XXO............XOOO.................................................................................................................
1779271224,12,X,human,66,X,.................................................................X............OXX............XXO...........OXOOO.................................................................................................................
1779271224,13,O,computer,102,X,.................................................................XX...........OXX............XXO...........OXOOO.................................................................................................................
1779271224,14,X,human,52,X,.................................................................XX...........OXX............XXO......O....OXOOO.................................................................................................................
1779324303,0,X,human,81,X,.................................................................................................................................................................................................................................
1779324303,1,O,computer,112,X,.................................................................................X...............................................................................................................................................
1779324303,2,X,human,96,X,.................................................................................X..............................O................................................................................................................
1779324303,3,O,computer,113,X,.................................................................................X..............X...............O................................................................................................................
1779324303,4,X,human,111,X,.................................................................................X..............X...............OO...............................................................................................................
1779324303,5,O,computer,109,X,.................................................................................X..............X..............XOO...............................................................................................................
1779324303,6,X,human,126,X,.................................................................................X..............X............O.XOO...............................................................................................................
1779324303,7,O,computer,141,X,.................................................................................X..............X............O.XOO............X..................................................................................................
1779324303,8,X,human,66,X,.................................................................................X..............X............O.XOO............X..............O...................................................................................
1779324676,0,X,human,66,X,.................................................................................................................................................................................................................................
1779324676,1,O,computer,125,X,..................................................................X..............................................................................................................................................................
1779324676,2,X,human,81,X,..................................................................X..........................................................O...................................................................................................
1779324676,3,O,computer,65,X,..................................................................X..............X...........................................O...................................................................................................
1779324676,4,X,human,96,X,.................................................................OX..............X...........................................O...................................................................................................
1779324676,5,O,computer,142,X,.................................................................OX..............X..............X............................O...................................................................................................
1779324676,6,X,human,111,X,.................................................................OX..............X..............X............................O................O..................................................................................
1779324676,7,O,computer,114,X,.................................................................OX..............X..............X..............X.............O................O..................................................................................
1779324676,8,X,human,126,X,.................................................................OX..............X..............X..............X..O..........O................O..................................................................................
threat_1,0,O,human,111,O,..........O.....................................................................................................XXX.............O................................................................................................
threat_2,0,O,human,111,O,..........O........................................................................................X............XXXO............O................................................................................................
threat_3,0,O,human,111,O,..........O........................................................................................X............XXXO...........XOO...............................................................................................
threat_4,0,O,human,111,O,........X.O.........................................................................O..............X............XXXO...........XOO...............................................................................................
threat_5,0,O,human,85,O,........X.O.........................................................................O..............X............XXXO...........XOO...........X.................O.................................................................
threat_6,0,O,human,113,O,..........O......................................................................................O............XXX................................................................................................................
threat_7,0,O,human,113,O,..........O.....................................................................................OO............XXX............X...................................................................................................
threat_8,0,O,human,113,O,..........O....................................................................................OOO...........XXXX............X...................................................................................................
threat_9,0,O,human,127,O,..........O..........................................................O............X..............X..............X................................................................................................................
threat_10,0,O,human,52,O,..........O........................................................X.O............X..............X..............X..............O.................................................................................................
threat_11,0,O,human,142,O,..........O.........................................O..............X.O............X..............XX.............X..............O.................................................................................................
threat_12,0,O,human,37,O,..........O.........................................O..............X.O............X..............XXX............X..............O..............O..................................................................................
threat_13,0,O,human,95,O,..........O..........................O..............O..............X.O............X.............XXXX............X..............O..............O..................................................................................
threat_14,0,O,human,110,O,..........O......................................................................................O.............XXX...............................................................................................................
threat_15,0,O,human,114,O,..........O.....................................................................................XO............OXXX...............................................................................................................
threat_16,0,O,human,109,O,..........O.....................................................................................XO............OXXXO.............X................................................................................................
threat_17,0,O,human,80,O,..........O.....................................................................................XO.........O..OXXXO.............X...............X................................................................................
threat_18,0,O,human,111,O,..........O.....................................................................................................XXX.............O................................................................................................
threat_19,0,O,human,111,O,..........O......................................................................................X..............XXXO............O................................................................................................
threat_20,0,O,human,111,O,..........O......................................................................................X..............XXXOO...........OX...............................................................................................
threat_21,0,O,human,81,O,..........O......................................................................................X..........O...XXXOO...........OX...............X...............................................................................
threat_22,0,O,human,127,O,..........O..........................................................O............X..............X..............X................................................................................................................
threat_23,0,O,human,142,O,..........O..........................................................O............X..............X..............XX.............O.................................................................................................
threat_24,0,O,human,142,O,..........O.........................................O................O...........XX..............X..............XX.............O.................................................................................................
threat_25,0,O,human,129,O,.......O..O.........................................O............X...O...........XX..............X..............XX.............O.................................................................................................
threat_26,0,O,human,111,O,..........O.....................................................................................................XXX.............O................................................................................................
threat_27,0,O,human,111,O,..........O.....................................................................................................XXXO............OX...............................................................................................
threat_28,0,O,human,111,O,..........O......................................................................................X.......O......XXXO............OX...............................................................................................
threat_29,0,O,human,81,O,..........O......................................................................................X.......O......XXXOO...........OX...............X...............................................................................
threat_30,0,O,human,113,O,..........O......................................................................................O............XXX................................................................................................................
threat_31,0,O,human,113,O,..........O....................................................................................XOO............XXX................................................................................................................
threat_32,0,O,human,113,O,..........O.....................................................................X...O..........XOO............XXX................................................................................................................
threat_33,0,O,human,125,O,..........O......................................................O.............XX...O..........XOO............XXX................................................................................................................
threat_34,0,O,human,143,O,..........O......................................................O.............XXO..O..........XOO............XXX..............X.................................................................................................
threat_35,0,O,human,82,O,.................................................................................................X..............X.O............XO................................................................................................
threat_36,0,O,human,82,O,...................................................................O.............................XX.............X.O............XO................................................................................................
threat_37,0,O,human,82,O,...................................................................O................X............XX.............XOO............XO................................................................................................
threat_38,0,O,human,140,O,...................................................................O..............O.X............XX.............XOO...........XXO................................................................................................
threat_39,0,O,human,111,O,..........O.....................................................................................................XXX.............O................................................................................................
threat_40,0,O,human,110,O,..........O....................................................................................................XXXXO............O................................................................................................
threat_41,0,O,human,110,O,.......................................................O........................................O..............XXX...............................................................................................................
threat_42,0,O,human,114,O,.......................................................O........................................O.............OXXX..............X................................................................................................
threat_43,0,O,human,109,O,.......................................................O........................................O.X...........OXXXO.............X................................................................................................
threat_44,0,O,human,83,O,.......................................................O........................................O.X..........OOXXXO.............X..............X.................................................................................
threat_45,0,O,human,126,O,..........O.........................................................................X...........X.X.............X...............O...............O................................................................................
threat_46,0,O,human,126,O,..........O...........................................................X.............X...........X.X.............X...............O...............O...............O................................................................
threat_47,0,O,human,95,O,..........O.....................................O...............O...............................X..............XX..............XO..............X.................................................................................
threat_48,0,O,human,79,O,..........O.....................................O...............O...............O..............XX..............XX..............XO..............X.................................................................................
threat_49,0,O,human,84,O,..........O.....................................................................................X.X.............X.............X.O...............O................................................................................
threat_50,0,O,human,84,O,..........O.....................................O...............................................X.X.............X.............X.O...........X...O................................................................................
threat_51,0,O,human,143,O,.......................................................O.............O.............O...........X.X.............X...............X.................................................................................................
threat_52,0,O,human,82,O,.......................................................O.............O.............O...........X.X.............XX............O.X.................................................................................................
threat_53,0,O,human,142,O,...........................O...........................O.............O............XO...........X.X.............XX............O.X.................................................................................................
threat_54,0,O,human,142,O,.............O.............O.............X.............O.............O............XO...........X.X.............XX............O.X.................................................................................................
threat_55,0,O,human,82,O,..........O......................................................................................X..............XO.............X.................................................................................................
threat_56,0,O,human,142,O,..........O.......................................................................O..............X.............XXO.............X.................................................................................................
threat_57,0,O,human,67,O,..........O.......................................................................O.............XX.............XXO.............X..............O..................................................................................
threat_58,0,O,human,67,O,..........O.........................................O............................XO.............XX.............XXO.............X..............O..................................................................................
threat_59,0,O,human,126,O,..........O..........................O..............O.............X..............XO.............XX.............XXO.............X..............O..................................................................................
threat_60,0,O,human,81,O,................................................................................................X..............XXO............XOO................................................................................................
threat_61,0,O,human,81,O,................................................................................................X..............XXO...........OXOO............X...................................................................................
threat_62,0,O,human,110,O,..........O....................................................................................................XXX..............O................................................................................................
threat_63,0,O,human,114,O,..........O...................................................................................................XXXX.............OO................................................................................................
threat_64,0,O,human,96,O,.......................................................O.......................................................X..............XO.............X...................................................................................
threat_65,0,O,human,81,O,.........................................O.............O........................................X..............X..............XO.............X...................................................................................
threat_66,0,O,human,68,O,..........O............................................O..........................X.............X.............X..................................................................................................................
threat_67,0,O,human,124,O,..........O...........................................OO............X.............X.............X.............X..................................................................................................................
threat_68,0,O,human,141,O,.......................................................O.....................................X...............X...O...........X...................................................................................................
threat_69,0,O,human,157,O,.......................................................O.....................O...............X...............X...O...........X...............X...................................................................................
threat_70,0,O,human,127,O,.......................................................O.............................X.............X.............XO..............................................................................................................
threat_71,0,O,human,141,O,.......................................................O...............O.............X.............X.............XO............X.................................................................................................
threat_72,0,O,human,66,O,.................................................................................OX...............X..............OX..............................................................................................................
threat_73,0,O,human,146,O,..................................................................O..............OX...............X..............OX...............X..............................................................................................
threat_74,0,O,human,50,O,..................................................................O..............OX...............X..............OX.X.............X...............O..............................................................................
threat_75,0,O,human,50,O,..................................................................O..............OX...............X...X..........OX.X.............X...............O...............O..............................................................
threat_76,0,O,human,158,O,..O...............................................................O..............OX...............X...X..........OX.X.............X.............X.O...............O..............................................................
threat_77,0,O,human,130,O,.......................................................O.............................X..............X..............X.............................O...............................................................................
threat_78,0,O,human,130,O,.......................................................O..............O..............X..............XX.............X.............................O...............................................................................
threat_79,0,O,human,130,O,.......................................................O..O...........O..............X.............XXX.............X.............................O...............................................................................
threat_80,0,O,human,97,O,.......................................................O..O...........O..............X............XXXX.............X.............................O..............O................................................................
threat_81,0,O,human,112,O,........................................O...........................................................O.............XXX............................................................................................................
threat_82,0,O,human,112,O,........................................O..............O............................................O............XXXX............................................................................................................
threat_83,0,O,human,84,O,..................................................................................O..............XX.............XO............XO.................................................................................................
threat_84,0,O,human,84,O,..................................................................................O..............XX.............XO............XOX...........O....................................................................................
threat_85,0,O,human,70,O,..................................................................................O.O...........XXX.............XO............XOX...........O....................................................................................
threat_86,0,O,human,80,O,..................................................................................O.O...........XXX.............XO............XOX...........O...X.........O......................................................................
threat_87,0,O,human,142,O,..................................................................................X..............X..............XO.............O.................................................................................................
threat_88,0,O,human,142,O,...................................................................O..............X..............X.............XXO.............O.................................................................................................
threat_89,0,O,human,142,O,....................................................O..............O..............X.............XX.............XXO.............O.................................................................................................
threat_90,0,O,human,142,O,....................................................O..............O.............XX.............XX............OXXO.............O.................................................................................................
threat_91,0,O,human,142,O,....................................................O..............O............XXX.............XX............OXXO............OO.................................................................................................
threat_92,0,O,human,128,O,....................................................O...........X..O............XXX.............XX............OXXO............OO.............O...................................................................................
threat_93,0,O,human,110,O,....................................................................X.............X.............X..............O.O...............................................................................................................
threat_94,0,O,human,124,O,...................................................................XX.............X.............X.............OO.O...............................................................................................................
threat_95,0,O,human,124,O,...................................................................XX.............X............OXX............OO.O...............................................................................................................
threat_96,0,O,human,112,O,...................................................................XX..........X..X............OXX............OO.O.............O.................................................................................................
threat_97,0,O,human,112,O,...................................................................XX..........XX.X............OXX............OO.O...........O.O.................................................................................................
threat_98,0,O,human,78,O,...................................................................XX..........XXXXO...........OXX............OO.O...........O.O.................................................................................................
threat_99,0,O,human,80,O,...........X......................................................................O.............XO.............OXO.............XX................................................................................................
threat_100,0,O,human,80,O,...........X......................................................................O.............XO............OOXO.............XX...............X................................................................................
threat_101,0,O,human,52,O,................................................................................X.............X.............X.OO.................................................................................................................
threat_102,0,O,human,52,O,...............................................................................XX.............XO............X.OO.................................................................................................................
threat_103,0,O,human,52,O,..............................................................................OXX............XXO............X.OO.................................................................................................................
threat_104,0,O,human,52,O,.................................................................X............OXX............XXO............XOOO.................................................................................................................
threat_105,0,O,human,52,O,.................................................................XX...........OXX............XXO...........OXOOO.................................................................................................................
threat_106,0,O,human,126,O,.................................................................................X..............X..............XOO...............................................................................................................
threat_107,0,O,human,141,O,.................................................................................X..............X............O.XOO............X..................................................................................................
threat_108,0,O,human,111,O,.................................................................OX..............X..............X............................O...................................................................................................
threat_109,0,O,human,126,O,.................................................................OX..............X..............X..............X.............O................O..................................................................................
